Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Labels,Source,Style
Ten-Second Bun,2,Hair,,1,39,30,240,25,117,0,0,0,,,Sweet
Ten-Second Bun,2,Hair,,2,49,38,298,31,145,0,0,0,,,Sweet
Ten-Second Bun,2,Hair,,3,59,46,365,38,177,0,0,0,,,Sweet
Ten-Second Bun,2,Hair,,4,72,56,442,46,214,0,0,0,,,Sweet
Ten-Second Bun,2,Hair,,5,86,66,528,55,256,0,0,0,,,Sweet
Straight-A Student,2,Hair,,0,193,94,21,32,20,0,0,0,,,Elegant
Straight-A Student,2,Hair,,1,242,118,27,40,25,0,0,0,,,Elegant
Straight-A Student,2,Hair,,2,300,146,33,50,31,0,0,0,,,Elegant
Straight-A Student,2,Hair,,3,367,179,40,61,38,0,0,0,,,Elegant
Straight-A Student,2,Hair,,4,444,217,49,74,46,0,0,0,,,Elegant
Straight-A Student,2,Hair,,5,531,259,58,88,55,0,0,0,,,Elegant
Azure Sand,3,Hair,,0,49,311,154,43,43,0,0,0,,,Fresh
Azure Sand,3,Hair,,1,62,389,193,54,54,0,0,0,,,Fresh
Azure Sand,3,Hair,,2,76,483,239,67,67,0,0,0,,,Fresh
Azure Sand,3,Hair,,3,94,591,293,82,82,0,0,0,,,Fresh
Azure Sand,3,Hair,,4,113,716,355,99,99,0,0,0,,,Fresh
Azure Sand,3,Hair,,5,135,856,424,119,119,0,0,0,,,Fresh
Five More Minutes,3,Hair,,0,39,163,317,42,38,0,0,0,,,Sweet
Five More Minutes,3,Hair,,1,49,204,397,53,48,0,0,0,,,Sweet
Five More Minutes,3,Hair,,2,61,253,492,66,59,0,0,0,,,Sweet
Five More Minutes,3,Hair,,3,75,310,603,80,73,0,0,0,,,Sweet
Five More Minutes,3,Hair,,4,90,375,730,0,88,0,0,0,,,Sweet
Five More Minutes,3,Hair,,5,108,449,872,116,105,0,0,0,,,Sweet
Thousand Symphonies,3,Hair,,0,183,50,347,46,35,0,0,0,,,Sweet
Thousand Symphonies,3,Hair,,1,229,63,434,58,44,0,0,0,,,Sweet
Thousand Symphonies,3,Hair,,2,284,78,538,72,55,0,0,0,,,Sweet
Thousand Symphonies,3,Hair,,3,348,95,660,88,67,0,0,0,,,Sweet
Thousand Symphonies,3,Hair,,4,421,115,799,106,81,0,0,0,,,Sweet
Thousand Symphonies,3,Hair,,5,504,138,955,127,97,0,0,0,,,Sweet
Distant Memory,4,Hair,,0,181,343,47,47,43,0,0,0,,,Fresh
Distant Memory,4,Hair,,1,227,429,59,59,54,0,0,0,,,Fresh
Distant Memory,4,Hair,,2,281,532,73,73,67,0,0,0,,,Fresh
Distant Memory,4,Hair,,3,344,652,90,90,82,0,0,0,,,Fresh
Distant Memory,4,Hair,,4,417,789,109,109,99,0,0,0,,,Fresh
Distant Memory,4,Hair,,5,498,944,130,130,119,0,0,0,,,Fresh
Windswept Wheat,4,Hair,,0,59,402,209,64,77,0,0,0,,,Fresh
Windswept Wheat,4,Hair,,1,74,503,262,80,0,0,0,0,,,Fresh
Windswept Wheat,4,Hair,,2,92,624,324,100,120,0,0,0,,,Fresh
Windswept Wheat,4,Hair,,3,113,764,398,122,147,0,0,0,,,Fresh
Windswept Wheat,4,Hair,,4,136,925,481,148,178,0,0,0,,,Fresh
Windswept Wheat,4,Hair,,5,163,1106,575,176,212,0,0,0,,,Fresh
Tomorrow's Vows,4,Hair,,0,215,50,426,78,40,0,0,0,,,Sweet
Tomorrow's Vows,4,Hair,,1,269,63,533,98,50,0,0,0,,,Sweet
Tomorrow's Vows,4,Hair,,2,334,78,661,121,62,0,0,0,,,Sweet
Tomorrow's Vows,4,Hair,,3,409,95,810,149,76,0,0,0,,,Sweet
Tomorrow's Vows,4,Hair,,4,495,0,980,180,92,0,0,0,,,Sweet
Tomorrow's Vows,4,Hair,,5,592,138,0,215,110,0,0,0,,,Elegant
Painting Blossoms,4,Hair,,0,73,425,224,45,44,0,0,0,,,Fresh
Painting Blossoms,4,Hair,,1,92,532,280,57,55,0,0,0,,,Fresh
Painting Blossoms,4,Hair,,2,4,659,348,70,69,0,0,0,,,Fresh
Painting Blossoms,4,Hair,,3,139,808,426,86,84,0,0,0,,,Fresh
Painting Blossoms,4,Hair,,4,168,978,516,104,102,0,0,0,,,Fresh
Painting Blossoms,4,Hair,,5,201,1169,616,124,121,0,0,0,,,Fresh
Dancing Waves,4,Hair,,0,43,205,77,74,41,0,0,0,,,Fresh
Dancing Waves,4,Hair,,1,54,257,0,93,514,0,0,0,,,Cool
Dancing Waves,4,Hair,,2,67,318,120,115,638,0,0,0,,,Cool
Dancing Waves,4,Hair,,3,82,390,147,141,781,0,0,0,,,Cool
Dancing Waves,4,Hair,,4,99,472,178,171,946,0,0,0,,,Cool
Dancing Waves,4,Hair,,5,19,564,212,204,1131,0,0,0,,,Cool
Mellifluous Melody,4,Hair,,0,211,54,433,50,61,0,0,0,,,Sweet
Mellifluous Melody,4,Hair,,1,264,68,542,63,77,0,0,0,,,Sweet
Mellifluous Melody,4,Hair,,2,328,84,672,78,95,0,0,0,,,Sweet
Mellifluous Melody,4,Hair,,3,401,103,823,95,116,0,0,0,,,Sweet
Mellifluous Melody,4,Hair,,4,486,125,996,115,141,0,0,0,,,Sweet
Mellifluous Melody,4,Hair,,5,581,149,1191,138,168,0,0,0,,,Sweet
Troubleshooter,4,Hair,,0,45,172,58,44,340,0,0,0,,,Cool
Troubleshooter,4,Hair,,1,57,215,73,55,425,0,0,0,,,Cool
Troubleshooter,4,Hair,,2,70,267,90,69,527,0,0,0,,,Cool
Troubleshooter,4,Hair,,3,86,327,0,84,646,0,0,0,,,Cool
Troubleshooter,4,Hair,,4,104,396,134,102,782,0,0,0,,,Cool
Troubleshooter,4,Hair,,5,124,473,160,121,935,0,0,0,,,Cool
Rippling Waves,4,Hair,,0,37,46,163,64,350,0,0,0,,,Cool
Rippling Waves,4,Hair,,1,47,58,204,80,438,0,0,0,,,Cool
Rippling Waves,4,Hair,,2,58,72,253,100,543,0,0,0,,,Cool
Rippling Waves,4,Hair,,3,71,88,310,122,665,0,0,0,,,Cool
Rippling Waves,4,Hair,,4,86,106,375,148,805,0,0,0,,,Cool
Rippling Waves,4,Hair,,5,102,127,449,176,963,0,0,0,,,Cool
Clear Vision,3,Hair,,0,36,33,362,45,184,0,0,0,,,Sweet
Clear Vision,3,Hair,,1,45,42,453,57,230,0,0,0,,,Sweet
Clear Vision,3,Hair,,2,56,52,562,70,286,0,0,0,,,Sweet
Clear Vision,3,Hair,,3,69,63,688,86,350,0,0,0,,,Sweet
Clear Vision,3,Hair,,4,83,76,833,104,424,0,0,0,,,Sweet
Clear Vision,3,Hair,,5,99,91,996,124,506,0,0,0,,,Sweet
Friendly Impression,4,Hair,,0,170,57,338,52,43,0,0,0,,,Sweet
Friendly Impression,4,Hair,,1,213,72,423,65,54,0,0,0,,,Sweet
Friendly Impression,4,Hair,,2,264,89,524,81,67,0,0,0,,,Sweet
Friendly Impression,4,Hair,,3,323,109,643,99,82,0,0,0,,,Sweet
Friendly Impression,4,Hair,,4,391,132,778,120,99,0,0,0,,,Sweet
Friendly Impression,4,Hair,,5,468,157,930,143,119,0,0,0,,,Sweet
Spring Whispers,4,Hair,,0,342,168,62,48,39,0,0,0,,,Elegant
Spring Whispers,4,Hair,,1,428,210,78,60,49,0,0,0,,,Elegant
Spring Whispers,4,Hair,,2,531,261,0,75,61,0,0,0,,,Elegant
Spring Whispers,4,Hair,,3,650,320,118,92,75,0,0,0,,,Elegant
Spring Whispers,4,Hair,,4,787,387,143,0,90,0,0,0,,,Elegant
Spring Whispers,4,Hair,,5,941,462,171,132,108,0,0,0,,,Elegant
Air Bubbles,4,Hair,,0,37,179,350,53,42,0,0,0,,,Sweet
Air Bubbles,4,Hair,,1,47,224,438,67,53,0,0,0,,,Sweet
Air Bubbles,4,Hair,,2,58,278,543,83,66,0,0,0,,,Sweet
Air Bubbles,4,Hair,,3,71,341,665,101,80,0,0,0,,,Sweet
Air Bubbles,4,Hair,,4,86,412,805,122,0,0,0,0,,,Sweet
Air Bubbles,4,Hair,,5,102,493,963,146,116,0,0,0,,,Sweet
Born Pink,3,Hair,,0,39,157,316,53,36,0,0,0,,,Sweet
Born Pink,3,Hair,,1,49,197,395,67,45,0,0,0,,,Sweet
Born Pink,3,Hair,,2,61,244,490,83,56,0,0,0,,,Sweet
Born Pink,3,Hair,,3,75,299,601,101,69,0,0,0,,,Sweet
Born Pink,3,Hair,,4,90,362,727,122,83,0,0,0,,,Sweet
Born Pink,3,Hair,,5,108,432,869,146,99,0,0,0,,,Sweet
Pink 'n' Curly,3,Hair,,0,56,153,313,34,45,0,0,0,,,Sweet
Pink 'n' Curly,3,Hair,,1,70,192,392,43,57,0,0,0,,,Sweet
Pink 'n' Curly,3,Hair,,2,87,238,486,53,70,0,0,0,,,Sweet
Pink 'n' Curly,3,Hair,,3,107,291,595,65,86,0,0,0,,,Sweet
Pink 'n' Curly,3,Hair,,4,129,352,720,79,104,0,0,0,,,Sweet
Pink 'n' Curly,3,Hair,,5,154,421,861,94,124,0,0,0,,,Sweet
Crochet Butterfly,3,Hair Accessory,,0,8,42,81,9,10,0,0,0,,,Sweet
Crochet Butterfly,3,Hair Accessory,,1,10,53,102,12,13,0,0,0,,,Sweet
Crochet Butterfly,3,Hair Accessory,,2,13,66,126,14,16,0,0,0,,,Sweet
Crochet Butterfly,3,Hair Accessory,,3,16,80,154,18,19,0,0,0,,,Sweet
Crochet Butterfly,3,Hair Accessory,,4,19,0,187,21,23,0,0,0,,,Sweet
Crochet Butterfly,3,Hair Accessory,,5,22,116,223,25,28,0,0,0,,,Sweet
Knitted Butterflies,3,Hair Accessory,,0,10,10,83,40,8,0,0,0,,,Sweet
Knitted Butterflies,3,Hair Accessory,,1,13,13,104,50,10,0,0,0,,,Sweet
Knitted Butterflies,3,Hair Accessory,,2,16,16,129,62,13,0,0,0,,,Sweet
Knitted Butterflies,3,Hair Accessory,,3,19,19,158,76,16,0,0,0,,,Sweet
Knitted Butterflies,3,Hair Accessory,,4,23,23,191,92,19,0,0,0,,,Sweet
Knitted Butterflies,3,Hair Accessory,,5,28,28,229,110,22,0,0,0,,,Sweet
Gala Crystal,4,Hair Accessory,,0,102,19,0,52,12,0,0,0,,,Elegant
Gala Crystal,4,Hair Accessory,,1,128,24,22,65,15,0,0,0,,,Elegant
Gala Crystal,4,Hair Accessory,,2,159,30,27,81,19,0,0,0,,,Elegant
Gala Crystal,4,Hair Accessory,,3,194,37,33,99,23,0,0,0,,,Elegant
Gala Crystal,4,Hair Accessory,,4,235,44,40,120,28,0,0,0,,,Elegant
Gala Crystal,4,Hair Accessory,,5,281,53,47,143,33,0,0,0,,,Elegant
Woven Dreams,3,Hair Accessory,,0,39,77,9,12,14,0,0,0,,,Fresh
Woven Dreams,3,Hair Accessory,,1,49,0,0,15,18,0,0,0,,,Elegant
Woven Dreams,3,Hair Accessory,,2,61,120,14,19,22,0,0,0,,,Fresh
Woven Dreams,3,Hair Accessory,,3,75,147,18,23,27,0,0,0,,,Fresh
Woven Dreams,3,Hair Accessory,,4,90,178,21,28,33,0,0,0,,,Fresh
Woven Dreams,3,Hair Accessory,,5,108,212,25,33,39,0,0,0,,,Fresh
Rebounding Deep Breath,3,Hair Accessory,,0,14,7,39,13,77,0,0,0,,,Cool
Rebounding Deep Breath,3,Hair Accessory,,1,18,9,49,0,97,0,0,0,,,Cool
Rebounding Deep Breath,3,Hair Accessory,,2,22,0,61,21,120,0,0,0,,,Cool
Rebounding Deep Breath,3,Hair Accessory,,3,27,14,75,25,147,0,0,0,,,Cool
Rebounding Deep Breath,3,Hair Accessory,,4,33,0,90,30,178,0,0,0,,,Cool
Rebounding Deep Breath,3,Hair Accessory,,5,39,20,108,36,212,0,0,0,,,Cool
Sunny Windchime,3,Hair Accessory,,0,0,77,13,0,38,0,0,0,,,Fresh
Sunny Windchime,3,Hair Accessory,,1,14,0,0,14,48,0,0,0,,,Cool
Sunny Windchime,3,Hair Accessory,,2,18,120,21,18,59,0,0,0,,,Fresh
Sunny Windchime,3,Hair Accessory,,3,21,147,25,21,73,0,0,0,,,Fresh
Sunny Windchime,3,Hair Accessory,,4,26,178,30,26,88,0,0,0,,,Fresh
Sunny Windchime,3,Hair Accessory,,5,31,212,36,31,105,0,0,0,,,Fresh
Modern Trends,3,Hair Accessory,,0,14,15,95,9,18,0,0,0,,,Sweet
Modern Trends,3,Hair Accessory,,1,18,19,19,12,23,0,0,0,,,Cool
Modern Trends,3,Hair Accessory,,2,22,24,148,14,28,0,0,0,,,Sweet
Modern Trends,3,Hair Accessory,,3,27,29,181,18,35,0,0,0,,,Sweet
Modern Trends,3,Hair Accessory,,4,33,35,219,21,42,0,0,0,,,Sweet
Modern Trends,3,Hair Accessory,,5,39,42,262,25,50,0,0,0,,,Sweet
Floral Hoops,2,Hair Accessory,,0,49,5,25,5,6,0,0,0,,,Elegant
Floral Hoops,2,Hair Accessory,,1,62,7,32,7,8,0,0,0,,,Elegant
Floral Hoops,2,Hair Accessory,,2,76,8,39,8,10,0,0,0,,,Elegant
Floral Hoops,2,Hair Accessory,,3,94,10,48,10,12,0,0,0,,,Elegant
Floral Hoops,2,Hair Accessory,,4,13,0,58,12,14,0,0,0,,,Sweet
Floral Hoops,2,Hair Accessory,,5,135,14,69,14,7,0,0,0,,,Elegant
Starry Hairband,2,Hair Accessory,,0,8,6,6,23,47,0,0,0,,,Cool
Starry Hairband,2,Hair Accessory,,1,10,8,8,29,59,0,0,0,,,Cool
Starry Hairband,2,Hair Accessory,,2,13,10,10,36,73,0,0,0,,,Cool
Starry Hairband,2,Hair Accessory,,3,16,0,0,44,90,0,0,0,,,Cool
Starry Hairband,2,Hair Accessory,,4,19,14,14,53,109,0,0,0,,,Cool
Starry Hairband,2,Hair Accessory,,5,22,0,0,64,130,0,0,0,,,Cool
Wind's Caress,4,Hair Accessory,,0,43,87,13,12,10,0,0,0,,,Fresh
Wind's Caress,4,Hair Accessory,,1,54,109,0,15,13,0,0,0,,,Fresh
Wind's Caress,4,Hair Accessory,,2,67,135,21,19,16,0,0,0,,,Fresh
Wind's Caress,4,Hair Accessory,,3,82,166,25,23,19,0,0,0,,,Fresh
Wind's Caress,4,Hair Accessory,,4,99,201,30,28,23,0,0,0,,,Fresh
Wind's Caress,4,Hair Accessory,,5,19,240,36,33,28,0,0,0,,,Fresh
Hopeful Knot,4,Hair Accessory,,0,18,105,54,16,10,0,0,0,,,Fresh
Hopeful Knot,4,Hair Accessory,,1,23,132,68,20,13,0,0,0,,,Fresh
Hopeful Knot,4,Hair Accessory,,2,28,163,84,25,16,0,0,0,,,Fresh
Hopeful Knot,4,Hair Accessory,,3,35,200,103,31,19,0,0,0,,,Fresh
Hopeful Knot,4,Hair Accessory,,4,42,242,125,37,23,0,0,0,,,Fresh
Hopeful Knot,4,Hair Accessory,,5,50,289,149,44,28,0,0,0,,,Fresh
A New Dawn,4,Hair Accessory,,0,50,0,102,16,18,0,0,0,,,Sweet
A New Dawn,4,Hair Accessory,,1,63,22,128,20,23,0,0,0,,,Sweet
A New Dawn,4,Hair Accessory,,2,78,27,159,25,28,0,0,0,,,Sweet
A New Dawn,4,Hair Accessory,,3,95,33,194,31,35,0,0,0,,,Sweet
A New Dawn,4,Hair Accessory,,4,0,40,235,37,42,0,0,0,,,Sweet
A New Dawn,4,Hair Accessory,,5,138,47,281,44,50,0,0,0,,,Sweet
Guiding Star,4,Hair Accessory,,0,15,52,10,18,108,0,0,0,,,Cool
Guiding Star,4,Hair Accessory,,1,19,65,13,23,135,0,0,0,,,Cool
Guiding Star,4,Hair Accessory,,2,24,81,16,28,168,0,0,0,,,Cool
Guiding Star,4,Hair Accessory,,3,29,99,19,35,206,0,0,0,,,Cool
Guiding Star,4,Hair Accessory,,4,35,120,23,42,249,0,0,0,,,Cool
Guiding Star,4,Hair Accessory,,5,42,143,28,50,297,0,0,0,,,Cool
Intermission,4,Hair Accessory,,0,53,18,103,18,10,0,0,0,,,Sweet
Intermission,4,Hair Accessory,,1,67,23,129,23,13,0,0,0,,,Sweet
Intermission,4,Hair Accessory,,2,83,28,160,28,16,0,0,0,,,Sweet
Intermission,4,Hair Accessory,,3,101,35,196,35,19,0,0,0,,,Sweet
Intermission,4,Hair Accessory,,4,122,42,237,42,23,0,0,0,,,Sweet
Intermission,4,Hair Accessory,,5,146,50,284,50,28,0,0,0,,,Sweet
Starlit Diadem,2,Hair Accessory,,0,47,23,5,9,7,0,0,0,,,Elegant
Starlit Diadem,2,Hair Accessory,,1,59,29,7,12,9,0,0,0,,,Elegant
Starlit Diadem,2,Hair Accessory,,2,73,36,8,14,0,0,0,0,,,Elegant
Starlit Diadem,2,Hair Accessory,,3,90,44,10,18,14,0,0,0,,,Elegant
Starlit Diadem,2,Hair Accessory,,4,109,53,0,21,0,0,0,0,,,Elegant
Starlit Diadem,2,Hair Accessory,,5,130,64,14,25,20,0,0,0,,,Elegant
Surprise Invitation,3,Hair Accessory,,0,0,100,9,16,14,0,0,0,,,Fresh
Surprise Invitation,3,Hair Accessory,,1,14,125,12,20,18,0,0,0,,,Fresh
Surprise Invitation,3,Hair Accessory,,2,18,155,14,25,22,0,0,0,,,Fresh
Surprise Invitation,3,Hair Accessory,,3,21,190,18,31,27,0,0,0,,,Fresh
Surprise Invitation,3,Hair Accessory,,4,26,230,21,37,33,0,0,0,,,Fresh
Surprise Invitation,3,Hair Accessory,,5,31,275,25,44,39,0,0,0,,,Fresh
Pearly Dots,3,Hair Accessory,,0,25,47,5,6,7,0,0,0,,,Fresh
Pearly Dots,3,Hair Accessory,,1,32,59,7,8,9,0,0,0,,,Fresh
Pearly Dots,3,Hair Accessory,,2,39,73,8,10,11,0,0,0,,,Fresh
Pearly Dots,3,Hair Accessory,,3,48,90,10,12,14,0,0,0,,,Fresh
Pearly Dots,3,Hair Accessory,,4,58,109,0,14,0,0,0,0,,,Fresh
Pearly Dots,3,Hair Accessory,,5,69,130,14,0,20,0,0,0,,,Fresh
Starlit Companions,3,Hair Accessory,,0,9,39,80,14,8,0,0,0,,,Sweet
Starlit Companions,3,Hair Accessory,,1,0,49,100,18,10,0,0,0,,,Sweet
Starlit Companions,3,Hair Accessory,,2,14,61,124,22,13,0,0,0,,,Sweet
Starlit Companions,3,Hair Accessory,,3,18,75,152,27,16,0,0,0,,,Sweet
Starlit Companions,3,Hair Accessory,,4,21,90,184,33,19,0,0,0,,,Sweet
Starlit Companions,3,Hair Accessory,,5,25,108,220,39,22,0,0,0,,,Sweet
Morning Greetings,3,Hair Accessory,,0,76,13,36,12,12,0,0,0,,,Elegant
Morning Greetings,3,Hair Accessory,,1,95,0,45,15,15,0,0,0,,,Elegant
Morning Greetings,3,Hair Accessory,,2,118,21,56,19,19,0,0,0,,,Elegant
Morning Greetings,3,Hair Accessory,,3,145,25,69,23,23,0,0,0,,,Elegant
Morning Greetings,3,Hair Accessory,,4,175,30,83,28,28,0,0,0,,,Elegant
Morning Greetings,3,Hair Accessory,,5,209,36,99,33,33,0,0,0,,,Elegant
Starlit Dreams,5,Hair Accessory,,0,66,130,18,18,23,0,0,0,,,Fresh
Starlit Dreams,5,Hair Accessory,,1,83,163,23,23,29,0,0,0,,,Fresh
Starlit Dreams,5,Hair Accessory,,2,103,202,28,28,36,0,0,0,,,Fresh
Starlit Dreams,5,Hair Accessory,,3,126,247,35,35,44,0,0,0,,,Fresh
Starlit Dreams,5,Hair Accessory,,4,152,299,42,42,53,0,0,0,,,Fresh
Starlit Dreams,5,Hair Accessory,,5,182,358,50,50,64,0,0,0,,,Fresh
Peachy Oath,3,Hair Accessory,,0,8,39,79,0,14,0,0,0,,,Sweet
Peachy Oath,3,Hair Accessory,,1,10,49,99,14,18,0,0,0,,,Sweet
Peachy Oath,3,Hair Accessory,,2,13,61,123,18,22,0,0,0,,,Sweet
Peachy Oath,3,Hair Accessory,,3,16,75,151,21,27,0,0,0,,,Sweet
Peachy Oath,3,Hair Accessory,,4,19,90,182,26,33,0,0,0,,,Sweet
Peachy Oath,3,Hair Accessory,,5,22,108,218,31,39,0,0,0,,,Sweet
Nostalgic Breeze,4,Hair Accessory,,0,14,10,86,15,41,0,0,0,,,Sweet
Nostalgic Breeze,4,Hair Accessory,,1,18,13,108,19,52,0,0,0,,,Sweet
Nostalgic Breeze,4,Hair Accessory,,2,22,16,134,24,64,0,0,0,,,Sweet
Nostalgic Breeze,4,Hair Accessory,,3,27,19,164,29,78,0,0,0,,,Sweet
Nostalgic Breeze,4,Hair Accessory,,4,33,23,198,35,95,0,0,0,,,Sweet
Nostalgic Breeze,4,Hair Accessory,,5,39,28,237,42,113,0,0,0,,,Sweet
Star Seeker,3,Hair Accessory,,0,0,9,38,79,13,0,0,0,,,Sexy
Star Seeker,3,Hair Accessory,,1,14,0,48,99,7,0,0,0,,,Sexy
Star Seeker,3,Hair Accessory,,2,18,14,59,123,21,0,0,0,,,Sexy
Star Seeker,3,Hair Accessory,,3,21,18,73,151,25,0,0,0,,,Sexy
Star Seeker,3,Hair Accessory,,4,26,21,88,182,30,0,0,0,,,Sexy
Star Seeker,3,Hair Accessory,,5,31,25,105,218,36,0,0,0,,,Sexy
Blossom Verses,4,Hair Accessory,,0,86,45,0,8,14,0,0,0,,,Elegant
Blossom Verses,4,Hair Accessory,,1,108,57,14,10,18,0,0,0,,,Elegant
Blossom Verses,4,Hair Accessory,,2,134,70,18,13,22,0,0,0,,,Elegant
Blossom Verses,4,Hair Accessory,,3,164,86,21,16,27,0,0,0,,,Elegant
Blossom Verses,4,Hair Accessory,,4,198,104,26,19,33,0,0,0,,,Elegant
Blossom Verses,4,Hair Accessory,,5,237,124,31,22,39,0,0,0,,,Elegant
Twinkling Refractions,4,Hair Accessory,,0,10,44,84,14,14,0,0,0,,,Sweet
Twinkling Refractions,4,Hair Accessory,,1,13,55,105,18,18,0,0,0,,,Sweet
Twinkling Refractions,4,Hair Accessory,,2,16,69,131,22,22,0,0,0,,,Sweet
Twinkling Refractions,4,Hair Accessory,,3,19,84,160,27,27,0,0,0,,,Sweet
Twinkling Refractions,4,Hair Accessory,,4,23,102,194,33,33,0,0,0,,,Sweet
Twinkling Refractions,4,Hair Accessory,,5,28,121,231,39,39,0,0,0,,,Sweet
Eternal Blossoms,5,Handheld,,0,132,14,68,25,15,0,0,0,,,Elegant
Eternal Blossoms,5,Handheld,,1,165,18,85,32,19,0,0,0,,,Elegant
Eternal Blossoms,5,Handheld,,2,205,22,106,39,24,0,0,0,,,Elegant
Eternal Blossoms,5,Handheld,,3,251,27,130,48,29,0,0,0,,,Elegant
Eternal Blossoms,5,Handheld,,4,304,33,157,58,35,0,0,0,,,Elegant
Eternal Blossoms,5,Handheld,,5,363,39,187,69,42,0,0,0,,,Elegant
Eternal Harmony,5,Headwear,,0,134,15,65,18,24,0,0,0,,,Elegant
Eternal Harmony,5,Headwear,,1,168,19,82,23,30,0,0,0,,,Elegant
Eternal Harmony,5,Headwear,,2,208,24,101,28,38,0,0,0,,,Elegant
Eternal Harmony,5,Headwear,,3,255,29,124,35,46,0,0,0,,,Elegant
Eternal Harmony,5,Headwear,,4,309,35,150,42,56,0,0,0,,,Elegant
Eternal Harmony,5,Headwear,,5,369,42,179,50,66,0,0,0,,,Elegant
Mist Piercer,3,Headwear,,0,12,0,14,36,76,0,0,0,,,Cool
Mist Piercer,3,Headwear,,1,15,15,18,45,95,0,0,0,,,Cool
Mist Piercer,3,Headwear,,2,19,19,22,56,118,0,0,0,,,Cool
Mist Piercer,3,Headwear,,3,23,23,27,69,145,0,0,0,,,Cool
Mist Piercer,3,Headwear,,4,28,28,33,83,175,0,0,0,,,Cool
Mist Piercer,3,Headwear,,5,33,33,39,99,209,0,0,0,,,Cool
Winding Branches,3,Headwear,,0,0,77,39,15,8,0,0,0,,,Fresh
Winding Branches,3,Headwear,,1,14,0,49,19,10,0,0,0,,,Sweet
Winding Branches,3,Headwear,,2,18,120,61,24,13,0,0,0,,,Fresh
Winding Branches,3,Headwear,,3,21,147,75,29,16,0,0,0,,,Fresh
Winding Branches,3,Headwear,,4,26,178,90,35,19,0,0,0,,,Fresh
Winding Branches,3,Headwear,,5,31,212,108,42,22,0,0,0,,,Fresh
Abyssal Gaze,3,Headwear,,0,10,14,0,15,94,0,0,0,,,Cool
Abyssal Gaze,3,Headwear,,1,13,18,22,19,118,0,0,0,,,Cool
Abyssal Gaze,3,Headwear,,2,16,22,27,24,146,0,0,0,,,Cool
Abyssal Gaze,3,Headwear,,3,19,27,33,29,179,0,0,0,,,Cool
Abyssal Gaze,3,Headwear,,4,23,33,40,35,217,0,0,0,,,Cool
Abyssal Gaze,3,Headwear,,5,28,39,47,42,259,0,0,0,,,Cool
Shaky Branch,3,Headwear,,0,0,80,40,10,9,0,0,0,,,Fresh
Shaky Branch,3,Headwear,,1,15,100,50,13,12,0,0,0,,,Fresh
Shaky Branch,3,Headwear,,2,19,124,62,16,14,0,0,0,,,Fresh
Shaky Branch,3,Headwear,,3,23,152,76,19,18,0,0,0,,,Fresh
Shaky Branch,3,Headwear,,4,28,184,92,23,21,0,0,0,,,Fresh
Shaky Branch,3,Headwear,,5,33,220,110,28,25,0,0,0,,,Fresh
Cool Shade,3,Headwear,,0,24,68,12,23,23,0,0,0,,,Fresh
Cool Shade,3,Headwear,,1,30,85,15,29,29,0,0,0,,,Fresh
Cool Shade,3,Headwear,,2,38,106,19,36,36,0,0,0,,,Fresh
Cool Shade,3,Headwear,,3,46,130,23,44,44,0,0,0,,,Fresh
Cool Shade,3,Headwear,,4,56,157,28,53,53,0,0,0,,,Fresh
Cool Shade,3,Headwear,,5,66,187,33,64,64,0,0,0,,,Fresh
Blossom's Wish,3,Headwear,,0,42,80,8,9,11,0,0,0,,,Fresh
Blossom's Wish,3,Headwear,,1,53,100,10,12,14,0,0,0,,,Fresh
Blossom's Wish,3,Headwear,,2,66,124,13,14,18,0,0,0,,,Fresh
Blossom's Wish,3,Headwear,,3,80,152,16,18,21,0,0,0,,,Fresh
Blossom's Wish,3,Headwear,,4,0,184,19,21,26,0,0,0,,,Fresh
Blossom's Wish,3,Headwear,,5,116,220,22,25,31,0,0,0,,,Fresh
Gentle Sunshine,3,Headwear,,0,14,13,76,9,38,0,0,0,,,Sweet
Gentle Sunshine,3,Headwear,,1,18,0,95,12,48,0,0,0,,,Sweet
Gentle Sunshine,3,Headwear,,2,22,21,118,14,59,0,0,0,,,Sweet
Gentle Sunshine,3,Headwear,,3,27,25,145,18,73,0,0,0,,,Sweet
Gentle Sunshine,3,Headwear,,4,33,30,175,21,88,0,0,0,,,Sweet
Gentle Sunshine,3,Headwear,,5,39,36,209,25,105,0,0,0,,,Sweet
Choo-Choo Whistle,3,Headwear,,0,0,39,14,0,75,0,0,0,,,Cool
Choo-Choo Whistle,3,Headwear,,1,14,49,18,14,94,0,0,0,,,Cool
Choo-Choo Whistle,3,Headwear,,2,18,61,22,18,0,0,0,0,,,Fresh
Choo-Choo Whistle,3,Headwear,,3,21,75,27,21,143,0,0,0,,,Cool
Choo-Choo Whistle,3,Headwear,,4,26,90,33,26,173,0,0,0,,,Cool
Choo-Choo Whistle,3,Headwear,,5,31,108,39,31,207,0,0,0,,,Cool
Adventure's Hat,3,Headwear,,0,13,39,13,10,75,0,0,0,,,Cool
Adventure's Hat,3,Headwear,,1,0,49,0,13,94,0,0,0,,,Cool
Adventure's Hat,3,Headwear,,2,21,61,21,16,0,0,0,0,,,Fresh
Adventure's Hat,3,Headwear,,3,25,75,25,19,143,0,0,0,,,Cool
Adventure's Hat,3,Headwear,,4,30,90,30,23,173,0,0,0,,,Cool
