Name,Rarity,Slot,Outfit,Level,Elegant,Fresh,Sweet,Sexy,Cool,Blings,Threads,Bubbles,Style
Pink Sailor,4,Top,Shark Mirage: Summer,1,44,220,70,69,443,1350,18,40,Cool
Pink Sailor,4,Top,Shark Mirage: Summer,2,55,273,87,86,549,4050,54,120,Cool
Pink Sailor,4,Top,Shark Mirage: Summer,3,67,335,107,105,673,8100,108,240,Cool
Pink Sailor,4,Top,Shark Mirage: Summer,4,81,405,129,127,815,13230,176,400,Cool
Pink Sailor,4,Top,Shark Mirage: Summer,5,0,484,154,152,974,19310,257,592,Cool
Colorful Gradient,4,Hair,Fully Charged: Refreshing,0,45,172,58,44,340,0,0,0,Cool
Colorful Gradient,4,Hair,Fully Charged: Refreshing,1,57,215,73,55,425,1620,22,50,Cool
Colorful Gradient,4,Hair,Fully Charged: Refreshing,2,70,267,90,69,527,4860,65,150,Cool
Colorful Gradient,4,Hair,Fully Charged: Refreshing,3,86,327,0,84,646,9720,130,300,Cool
Colorful Gradient,4,Hair,Fully Charged: Refreshing,4,104,396,134,102,782,15880,212,500,Cool
Colorful Gradient,4,Hair,Fully Charged: Refreshing,5,124,473,160,121,935,23170,309,740,Cool
Crackling Electricity,4,Dress,Fully Charged: Refreshing,0,88,290,67,104,551,0,0,0,Cool
Crackling Electricity,4,Dress,Fully Charged: Refreshing,1,110,363,84,130,689,2700,36,80,Cool
Crackling Electricity,4,Dress,Fully Charged: Refreshing,2,137,450,104,162,855,8100,108,240,Cool
Crackling Electricity,4,Dress,Fully Charged: Refreshing,3,168,551,128,198,1047,16200,216,480,Cool
Crackling Electricity,4,Dress,Fully Charged: Refreshing,4,203,667,155,240,1268,26460,353,800,Cool
Crackling Electricity,4,Dress,Fully Charged: Refreshing,5,242,798,185,286,1516,38610,515,1184,Cool
Emergency Deployment,4,Shoes,Fully Charged: Refreshing,0,26,84,0,28,174,0,0,0,Cool
Emergency Deployment,4,Shoes,Fully Charged: Refreshing,1,33,105,22,35,218,810,11,30,Cool
Emergency Deployment,4,Shoes,Fully Charged: Refreshing,2,41,131,27,44,270,2430,33,90,Cool
Emergency Deployment,4,Shoes,Fully Charged: Refreshing,3,50,160,33,54,331,4860,65,180,Cool
Emergency Deployment,4,Shoes,Fully Charged: Refreshing,4,60,194,40,65,401,7940,106,300,Cool
Emergency Deployment,4,Shoes,Fully Charged: Refreshing,5,72,231,47,77,479,11590,155,445,Cool
Smooth Current,4,Gloves,Fully Charged: Refreshing,0,13,45,10,10,86,0,0,0,Cool
Smooth Current,4,Gloves,Fully Charged: Refreshing,1,0,57,13,13,108,410,5,12,Cool
Smooth Current,4,Gloves,Fully Charged: Refreshing,2,21,70,16,16,134,1220,16,36,Cool
Smooth Current,4,Gloves,Fully Charged: Refreshing,3,25,86,19,19,164,2440,32,72,Cool
Smooth Current,4,Gloves,Fully Charged: Refreshing,4,30,104,23,23,198,3980,53,120,Cool
Smooth Current,4,Gloves,Fully Charged: Refreshing,5,36,124,28,28,237,5800,77,177,Cool
Sweet Guardian,4,Face Decoration,Fully Charged: Refreshing,0,9,46,8,12,90,0,0,0,Cool
Sweet Guardian,4,Face Decoration,Fully Charged: Refreshing,1,0,58,10,15,113,410,5,12,Cool
Sweet Guardian,4,Face Decoration,Fully Charged: Refreshing,2,14,72,13,19,140,1220,16,36,Cool
Sweet Guardian,4,Face Decoration,Fully Charged: Refreshing,3,18,88,16,23,171,2440,32,72,Cool
Sweet Guardian,4,Face Decoration,Fully Charged: Refreshing,4,21,106,19,28,207,3980,53,120,Cool
Sweet Guardian,4,Face Decoration,Fully Charged: Refreshing,5,25,127,22,33,248,5800,77,177,Cool
Power Restart,4,Socks,Fully Charged: Refreshing,0,16,56,18,19,111,0,0,0,Cool
Power Restart,4,Socks,Fully Charged: Refreshing,1,20,70,23,24,139,540,7,12,Cool
Power Restart,4,Socks,Fully Charged: Refreshing,2,25,87,28,30,173,1620,21,36,Cool
Power Restart,4,Socks,Fully Charged: Refreshing,3,31,107,35,37,211,3240,43,72,Cool
Power Restart,4,Socks,Fully Charged: Refreshing,4,37,129,42,44,256,5290,70,120,Cool
Power Restart,4,Socks,Fully Charged: Refreshing,5,44,154,50,53,306,7720,102,177,Cool
Maximum Power,4,Earrings,Fully Charged: Refreshing,0,9,45,10,10,90,0,0,0,Cool
Maximum Power,4,Earrings,Fully Charged: Refreshing,1,0,57,13,13,113,410,5,12,Cool
Maximum Power,4,Earrings,Fully Charged: Refreshing,2,14,70,16,16,140,1220,16,36,Cool
Maximum Power,4,Earrings,Fully Charged: Refreshing,3,18,86,19,19,171,2440,32,72,Cool
Maximum Power,4,Earrings,Fully Charged: Refreshing,4,21,104,23,23,207,3980,53,120,Cool
Maximum Power,4,Earrings,Fully Charged: Refreshing,5,25,124,28,28,248,5800,77,177,Cool
Best Partner,4,Chest Accessory,Fully Charged: Refreshing,0,13,41,15,13,82,0,0,0,Cool
Best Partner,4,Chest Accessory,Fully Charged: Refreshing,1,0,52,19,0,103,410,5,12,Cool
Best Partner,4,Chest Accessory,Fully Charged: Refreshing,2,21,64,24,21,128,1220,16,36,Cool
Best Partner,4,Chest Accessory,Fully Charged: Refreshing,3,25,78,29,25,156,2440,32,72,Cool
Best Partner,4,Chest Accessory,Fully Charged: Refreshing,4,30,95,35,30,189,3980,53,120,Cool
Best Partner,4,Chest Accessory,Fully Charged: Refreshing,5,36,113,42,36,226,5800,77,177,Cool
Distant Aroma,4,Hair,Floral Memory: Gleam,0,181,343,47,47,43,0,0,0,Fresh
Distant Aroma,4,Hair,Floral Memory: Gleam,1,227,429,59,59,54,1620,22,50,Fresh
Distant Aroma,4,Hair,Floral Memory: Gleam,2,281,532,73,73,67,4860,65,150,Fresh
Distant Aroma,4,Hair,Floral Memory: Gleam,3,344,652,90,90,82,9720,130,300,Fresh
Distant Aroma,4,Hair,Floral Memory: Gleam,4,417,789,109,109,99,15880,212,500,Fresh
Distant Aroma,4,Hair,Floral Memory: Gleam,5,498,944,130,130,119,23170,309,740,Fresh
Golden Memory,4,Dress,Floral Memory: Gleam,0,284,561,80,89,87,0,0,0,Fresh
Golden Memory,4,Dress,Floral Memory: Gleam,1,355,702,100,0,109,2700,36,80,Fresh
Golden Memory,4,Dress,Floral Memory: Gleam,2,441,870,124,138,135,8100,108,240,Fresh
Golden Memory,4,Dress,Floral Memory: Gleam,3,540,1066,152,170,166,16200,216,480,Fresh
Golden Memory,4,Dress,Floral Memory: Gleam,4,654,1291,184,205,201,26460,353,800,Fresh
Golden Memory,4,Dress,Floral Memory: Gleam,5,781,1543,220,245,240,38610,515,1184,Fresh
Wind-swayed Dreams,4,Socks,Floral Memory: Gleam,0,58,4,15,0,15,0,0,0,Elegant
Wind-swayed Dreams,4,Socks,Floral Memory: Gleam,1,73,143,19,22,19,540,7,12,Fresh
Wind-swayed Dreams,4,Socks,Floral Memory: Gleam,2,90,0,24,27,24,1620,21,36,Elegant
Wind-swayed Dreams,4,Socks,Floral Memory: Gleam,3,0,217,29,33,29,3240,43,72,Fresh
Wind-swayed Dreams,4,Socks,Floral Memory: Gleam,4,134,263,35,40,35,5290,70,120,Fresh
Wind-swayed Dreams,4,Socks,Floral Memory: Gleam,5,160,314,42,47,42,7720,102,177,Fresh
Remembrance of Flowers,4,Gloves,Floral Memory: Gleam,0,44,87,9,16,10,0,0,0,Fresh
Remembrance of Flowers,4,Gloves,Floral Memory: Gleam,1,55,109,0,20,13,410,5,12,Fresh
Remembrance of Flowers,4,Gloves,Floral Memory: Gleam,2,69,135,14,25,16,1220,16,36,Fresh
Remembrance of Flowers,4,Gloves,Floral Memory: Gleam,3,84,166,18,31,19,2440,32,72,Fresh
Remembrance of Flowers,4,Gloves,Floral Memory: Gleam,4,102,201,21,37,23,3980,53,120,Fresh
Remembrance of Flowers,4,Gloves,Floral Memory: Gleam,5,121,240,25,44,28,5800,77,177,Fresh
Hidden in Flowers,4,Choker,Floral Memory: Gleam,0,40,85,0,14,15,0,0,0,Fresh
Hidden in Flowers,4,Choker,Floral Memory: Gleam,1,50,107,14,18,19,410,5,12,Fresh
Hidden in Flowers,4,Choker,Floral Memory: Gleam,2,62,132,18,22,24,1220,16,36,Fresh
Hidden in Flowers,4,Choker,Floral Memory: Gleam,3,76,162,21,27,29,2440,32,72,Fresh
Hidden in Flowers,4,Choker,Floral Memory: Gleam,4,92,196,26,33,35,3980,53,120,Fresh
Hidden in Flowers,4,Choker,Floral Memory: Gleam,5,110,234,31,39,42,5800,77,177,Fresh
Flower Memory,4,Earrings,Floral Memory: Gleam,0,42,86,14,12,11,0,0,0,Fresh
Flower Memory,4,Earrings,Floral Memory: Gleam,1,53,108,18,15,14,410,5,12,Fresh
Flower Memory,4,Earrings,Floral Memory: Gleam,2,66,134,22,19,18,1220,16,36,Fresh
Flower Memory,4,Earrings,Floral Memory: Gleam,3,80,164,27,23,21,2440,32,72,Fresh
Flower Memory,4,Earrings,Floral Memory: Gleam,4,0,198,33,28,26,3980,53,120,Fresh
Flower Memory,4,Earrings,Floral Memory: Gleam,5,116,237,39,33,31,5800,77,177,Fresh
Light Spirals,4,Hair Accessory,Floral Memory: Gleam,0,43,87,13,12,10,0,0,0,Fresh
Light Spirals,4,Hair Accessory,Floral Memory: Gleam,1,54,109,0,15,13,410,5,12,Fresh
Light Spirals,4,Hair Accessory,Floral Memory: Gleam,2,67,135,21,19,16,1220,16,36,Fresh
Light Spirals,4,Hair Accessory,Floral Memory: Gleam,3,82,166,25,23,19,2440,32,72,Fresh
Light Spirals,4,Hair Accessory,Floral Memory: Gleam,4,99,201,30,28,23,3980,53,120,Fresh
Light Spirals,4,Hair Accessory,Floral Memory: Gleam,5,19,240,36,33,28,5800,77,177,Fresh
Fresh Breeze,4,Hair,Bubbly Voyage: Spring,0,37,179,350,53,42,0,0,0,Sweet
Fresh Breeze,4,Hair,Bubbly Voyage: Spring,1,47,224,438,67,53,1620,22,50,Sweet
Fresh Breeze,4,Hair,Bubbly Voyage: Spring,2,58,278,543,83,66,4860,65,150,Sweet
Fresh Breeze,4,Hair,Bubbly Voyage: Spring,3,71,341,665,101,80,9720,130,300,Sweet
Fresh Breeze,4,Hair,Bubbly Voyage: Spring,4,86,412,805,122,0,15880,212,500,Sweet
Fresh Breeze,4,Hair,Bubbly Voyage: Spring,5,102,493,963,146,116,23170,309,740,Sweet
Bubbly Aroma,4,Dress,Bubbly Voyage: Spring,0,79,274,547,99,102,0,0,0,Sweet
Bubbly Aroma,4,Dress,Bubbly Voyage: Spring,1,99,343,684,124,128,2700,36,80,Sweet
Bubbly Aroma,4,Dress,Bubbly Voyage: Spring,2,123,425,848,154,159,8100,108,240,Sweet
Bubbly Aroma,4,Dress,Bubbly Voyage: Spring,3,151,521,1040,189,194,16200,216,480,Sweet
Bubbly Aroma,4,Dress,Bubbly Voyage: Spring,4,182,631,1259,228,235,26460,353,800,Sweet
Bubbly Aroma,4,Dress,Bubbly Voyage: Spring,5,218,754,1505,273,281,38610,515,1184,Sweet
Viridescent Hops,4,Socks,Bubbly Voyage: Spring,0,18,56,113,14,18,0,0,0,Sweet
Viridescent Hops,4,Socks,Bubbly Voyage: Spring,1,23,70,142,18,23,540,7,12,Sweet
Viridescent Hops,4,Socks,Bubbly Voyage: Spring,2,28,87,176,22,28,1620,21,36,Sweet
Viridescent Hops,4,Socks,Bubbly Voyage: Spring,3,35,107,215,27,35,3240,43,72,Sweet
Viridescent Hops,4,Socks,Bubbly Voyage: Spring,4,42,129,260,33,42,5290,70,120,Sweet
Viridescent Hops,4,Socks,Bubbly Voyage: Spring,5,50,154,311,39,50,7720,102,177,Sweet
Springing Up,4,Shoes,Bubbly Voyage: Spring,0,25,87,181,21,7,0,0,0,Sweet
Springing Up,4,Shoes,Bubbly Voyage: Spring,1,32,109,227,27,22,810,11,30,Sweet
Springing Up,4,Shoes,Bubbly Voyage: Spring,2,39,135,281,33,27,2430,33,90,Sweet
Springing Up,4,Shoes,Bubbly Voyage: Spring,3,48,166,344,40,33,4860,65,180,Sweet
Springing Up,4,Shoes,Bubbly Voyage: Spring,4,58,201,417,49,40,7940,106,300,Sweet
Springing Up,4,Shoes,Bubbly Voyage: Spring,5,69,240,498,58,47,11590,155,445,Sweet
Emerald Flow,4,Choker,Bubbly Voyage: Spring,0,8,44,87,0,15,0,0,0,Sweet
Emerald Flow,4,Choker,Bubbly Voyage: Spring,1,10,55,109,14,19,410,5,12,Sweet
Emerald Flow,4,Choker,Bubbly Voyage: Spring,2,13,69,135,18,24,1220,16,36,Sweet
Emerald Flow,4,Choker,Bubbly Voyage: Spring,3,16,84,166,21,29,2440,32,72,Sweet
Emerald Flow,4,Choker,Bubbly Voyage: Spring,4,19,102,201,26,35,3980,53,120,Sweet
Emerald Flow,4,Choker,Bubbly Voyage: Spring,5,22,121,240,31,42,5800,77,177,Sweet
Thoughts of Spring,4,Hair Accessory,Bubbly Voyage: Spring,0,10,44,84,14,14,0,0,0,Sweet
Thoughts of Spring,4,Hair Accessory,Bubbly Voyage: Spring,1,13,55,105,18,18,410,5,12,Sweet
Thoughts of Spring,4,Hair Accessory,Bubbly Voyage: Spring,2,16,69,131,22,22,1220,16,36,Sweet
Thoughts of Spring,4,Hair Accessory,Bubbly Voyage: Spring,3,19,84,160,27,27,2440,32,72,Sweet
Thoughts of Spring,4,Hair Accessory,Bubbly Voyage: Spring,4,23,102,194,33,33,3980,53,120,Sweet
Thoughts of Spring,4,Hair Accessory,Bubbly Voyage: Spring,5,28,121,231,39,39,5800,77,177,Sweet
Rhymes Echo,4,Headwear,Bubbly Voyage: Spring,0,13,43,83,14,12,0,0,0,Sweet
Rhymes Echo,4,Headwear,Bubbly Voyage: Spring,1,0,54,104,18,15,410,5,12,Sweet
Rhymes Echo,4,Headwear,Bubbly Voyage: Spring,2,21,67,129,22,19,1220,16,36,Sweet
Rhymes Echo,4,Headwear,Bubbly Voyage: Spring,3,25,82,158,27,23,2440,32,72,Sweet
Rhymes Echo,4,Headwear,Bubbly Voyage: Spring,4,30,99,191,33,28,3980,53,120,Sweet
Rhymes Echo,4,Headwear,Bubbly Voyage: Spring,5,36,19,229,39,33,5800,77,177,Sweet
Dewy Bubbles,4,Bracelet,Bubbly Voyage: Spring,0,15,43,86,10,11,0,0,0,Sweet
Dewy Bubbles,4,Bracelet,Bubbly Voyage: Spring,1,19,54,108,13,14,410,5,12,Sweet
Dewy Bubbles,4,Bracelet,Bubbly Voyage: Spring,2,24,67,134,16,18,1220,16,36,Sweet
Dewy Bubbles,4,Bracelet,Bubbly Voyage: Spring,3,29,82,164,19,21,2440,32,72,Sweet
Dewy Bubbles,4,Bracelet,Bubbly Voyage: Spring,4,35,99,198,23,26,3980,53,120,Sweet
Dewy Bubbles,4,Bracelet,Bubbly Voyage: Spring,5,42,19,237,28,31,5800,77,177,Sweet
Forgotten Drift,5,Earrings,Blossoming Stars: Dreamfall,0,63,132,22,20,7,0,0,0,Fresh
Forgotten Drift,5,Earrings,Blossoming Stars: Dreamfall,1,79,165,28,25,22,680,9,19,Fresh
Forgotten Drift,5,Earrings,Blossoming Stars: Dreamfall,2,98,205,35,31,27,2030,27,57,Fresh
Forgotten Drift,5,Earrings,Blossoming Stars: Dreamfall,3,120,251,42,38,33,4060,54,114,Fresh
Forgotten Drift,5,Earrings,Blossoming Stars: Dreamfall,4,145,304,51,46,40,6630,88,190,Fresh
Forgotten Drift,5,Earrings,Blossoming Stars: Dreamfall,5,174,363,61,55,47,9670,129,282,Fresh
Star Blossom,5,Earrings,Blossoming Stars: Starlight,0,63,132,22,20,7,0,0,0,Fresh
Star Blossom,5,Earrings,Blossoming Stars: Starlight,1,79,165,28,25,22,680,9,19,Fresh
Star Blossom,5,Earrings,Blossoming Stars: Starlight,2,98,205,35,31,27,2030,27,57,Fresh
Star Blossom,5,Earrings,Blossoming Stars: Starlight,3,120,251,42,38,33,4060,54,114,Fresh
Star Blossom,5,Earrings,Blossoming Stars: Starlight,4,145,304,51,46,40,6630,88,190,Fresh
Star Blossom,5,Earrings,Blossoming Stars: Starlight,5,174,363,61,55,47,9670,129,282,Fresh
Golden Blossom,5,Earrings,Blossoming Stars: Radiance,0,63,132,22,20,7,0,0,0,Fresh
Golden Blossom,5,Earrings,Blossoming Stars: Radiance,1,79,165,28,25,22,680,9,19,Fresh
Golden Blossom,5,Earrings,Blossoming Stars: Radiance,2,98,205,35,31,27,2030,27,57,Fresh
Golden Blossom,5,Earrings,Blossoming Stars: Radiance,3,120,251,42,38,33,4060,54,114,Fresh
Golden Blossom,5,Earrings,Blossoming Stars: Radiance,4,145,304,51,46,40,6630,88,190,Fresh
Golden Blossom,5,Earrings,Blossoming Stars: Radiance,5,174,363,61,55,47,9670,129,282,Fresh
Starlight Submersion,5,Bracelet,Blossoming Stars: Dreamfall,0,67,142,14,13,19,0,0,0,Fresh
Starlight Submersion,5,Bracelet,Blossoming Stars: Dreamfall,1,84,178,18,0,24,680,9,19,Fresh
Starlight Submersion,5,Bracelet,Blossoming Stars: Dreamfall,2,104,221,22,21,30,2030,27,57,Fresh
Starlight Submersion,5,Bracelet,Blossoming Stars: Dreamfall,3,128,270,27,25,37,4060,54,114,Fresh
Starlight Submersion,5,Bracelet,Blossoming Stars: Dreamfall,4,155,327,33,30,44,6630,88,190,Fresh
Starlight Submersion,5,Bracelet,Blossoming Stars: Dreamfall,5,185,391,39,36,53,9670,129,282,Fresh
Cloud Cluster,5,Bracelet,Blossoming Stars: Starlight,0,67,142,14,13,19,0,0,0,Fresh
Cloud Cluster,5,Bracelet,Blossoming Stars: Starlight,1,84,178,18,0,24,680,9,19,Fresh
Cloud Cluster,5,Bracelet,Blossoming Stars: Starlight,2,104,221,22,21,30,2030,27,57,Fresh
Cloud Cluster,5,Bracelet,Blossoming Stars: Starlight,3,128,270,27,25,37,4060,54,114,Fresh
Cloud Cluster,5,Bracelet,Blossoming Stars: Starlight,4,155,327,33,30,44,6630,88,190,Fresh
Cloud Cluster,5,Bracelet,Blossoming Stars: Starlight,5,185,391,39,36,53,9670,129,282,Fresh
Pure Wish,5,Bracelet,Blossoming Stars: Radiance,0,67,142,14,13,19,0,0,0,Fresh
Pure Wish,5,Bracelet,Blossoming Stars: Radiance,1,84,178,18,0,24,680,9,19,Fresh
Pure Wish,5,Bracelet,Blossoming Stars: Radiance,2,104,221,22,21,30,2030,27,57,Fresh
Pure Wish,5,Bracelet,Blossoming Stars: Radiance,3,128,270,27,25,37,4060,54,114,Fresh
Pure Wish,5,Bracelet,Blossoming Stars: Radiance,4,155,327,33,30,44,6630,88,190,Fresh
Pure Wish,5,Bracelet,Blossoming Stars: Radiance,5,185,391,39,36,53,9670,129,282,Fresh
Mist Glow,5,Hair Accessory,Blossoming Stars: Dreamfall,0,66,130,18,18,23,0,0,0,Fresh
Mist Glow,5,Hair Accessory,Blossoming Stars: Dreamfall,1,83,163,23,23,29,680,9,19,Fresh
Mist Glow,5,Hair Accessory,Blossoming Stars: Dreamfall,2,103,202,28,28,36,2030,27,57,Fresh
Mist Glow,5,Hair Accessory,Blossoming Stars: Dreamfall,3,126,247,35,35,44,4060,54,114,Fresh
Mist Glow,5,Hair Accessory,Blossoming Stars: Dreamfall,4,152,299,42,42,53,6630,88,190,Fresh
Mist Glow,5,Hair Accessory,Blossoming Stars: Dreamfall,5,182,358,50,50,64,9670,129,282,Fresh
Blooming Starfall,5,Hair Accessory,Blossoming Stars: Starlight,0,66,130,18,18,23,0,0,0,Fresh
Blooming Starfall,5,Hair Accessory,Blossoming Stars: Starlight,1,83,163,23,23,29,680,9,19,Fresh
Blooming Starfall,5,Hair Accessory,Blossoming Stars: Starlight,2,103,202,28,28,36,2030,27,57,Fresh
Blooming Starfall,5,Hair Accessory,Blossoming Stars: Starlight,3,126,247,35,35,44,4060,54,114,Fresh
Blooming Starfall,5,Hair Accessory,Blossoming Stars: Starlight,4,152,299,42,42,53,6630,88,190,Fresh
Blooming Starfall,5,Hair Accessory,Blossoming Stars: Starlight,5,182,358,50,50,64,9670,129,282,Fresh
Glistening Moment,5,Hair Accessory,Blossoming Stars: Radiance,0,66,130,18,18,23,0,0,0,Fresh
Glistening Moment,5,Hair Accessory,Blossoming Stars: Radiance,1,83,163,23,23,29,680,9,19,Fresh
Glistening Moment,5,Hair Accessory,Blossoming Stars: Radiance,2,103,202,28,28,36,2030,27,57,Fresh
Glistening Moment,5,Hair Accessory,Blossoming Stars: Radiance,3,126,247,35,35,44,4060,54,114,Fresh
Glistening Moment,5,Hair Accessory,Blossoming Stars: Radiance,4,152,299,42,42,53,6630,88,190,Fresh
Glistening Moment,5,Hair Accessory,Blossoming Stars: Radiance,5,182,358,50,50,64,9670,129,282,Fresh
Dreams Lost,5,Neckwear,Blossoming Stars: Dreamfall,0,68,131,19,25,13,0,0,0,Fresh
Dreams Lost,5,Neckwear,Blossoming Stars: Dreamfall,1,85,164,24,32,0,680,9,19,Fresh
Dreams Lost,5,Neckwear,Blossoming Stars: Dreamfall,2,106,204,30,39,21,2030,27,57,Fresh
Dreams Lost,5,Neckwear,Blossoming Stars: Dreamfall,3,130,249,37,48,25,4060,54,114,Fresh
Dreams Lost,5,Neckwear,Blossoming Stars: Dreamfall,4,157,302,44,58,30,6630,88,190,Fresh
Dreams Lost,5,Neckwear,Blossoming Stars: Dreamfall,5,187,361,53,69,36,9670,129,282,Fresh
Milky Way Overflow,5,Neckwear,Blossoming Stars: Starlight,0,68,131,19,25,13,0,0,0,Fresh
Milky Way Overflow,5,Neckwear,Blossoming Stars: Starlight,1,85,164,24,32,0,680,9,19,Fresh
Milky Way Overflow,5,Neckwear,Blossoming Stars: Starlight,2,106,204,30,39,21,2030,27,57,Fresh
Milky Way Overflow,5,Neckwear,Blossoming Stars: Starlight,3,130,249,37,48,25,4060,54,114,Fresh
Milky Way Overflow,5,Neckwear,Blossoming Stars: Starlight,4,157,302,44,58,30,6630,88,190,Fresh
Milky Way Overflow,5,Neckwear,Blossoming Stars: Starlight,5,187,361,53,69,36,9670,129,282,Fresh
Dawning Light,5,Neckwear,Blossoming Stars: Radiance,0,68,131,19,25,13,0,0,0,Fresh
Dawning Light,5,Neckwear,Blossoming Stars: Radiance,1,85,164,24,32,0,680,9,19,Fresh
Dawning Light,5,Neckwear,Blossoming Stars: Radiance,2,106,204,30,39,21,2030,27,57,Fresh
Dawning Light,5,Neckwear,Blossoming Stars: Radiance,3,130,249,37,48,25,4060,54,114,Fresh
Dawning Light,5,Neckwear,Blossoming Stars: Radiance,4,157,302,44,58,30,6630,88,190,Fresh
Dawning Light,5,Neckwear,Blossoming Stars: Radiance,5,187,361,53,69,36,9670,129,282,Fresh
Floating Shore,5,Shoes,Blossoming Stars: Dreamfall,0,126,263,45,27,48,0,0,0,Fresh
Floating Shore,5,Shoes,Blossoming Stars: Dreamfall,1,158,329,57,34,60,1350,18,48,Fresh
Floating Shore,5,Shoes,Blossoming Stars: Dreamfall,2,196,408,70,42,75,4050,54,144,Fresh
Floating Shore,5,Shoes,Blossoming Stars: Dreamfall,3,240,500,86,52,92,8100,108,289,Fresh
Floating Shore,5,Shoes,Blossoming Stars: Dreamfall,4,290,605,104,63,0,13230,176,481,Fresh
Floating Shore,5,Shoes,Blossoming Stars: Dreamfall,5,347,724,124,75,132,19310,257,711,Fresh
Floral Stardust,5,Shoes,Blossoming Stars: Starlight,0,126,263,45,27,48,0,0,0,Fresh
Floral Stardust,5,Shoes,Blossoming Stars: Starlight,1,158,329,57,34,60,1350,18,48,Fresh
Floral Stardust,5,Shoes,Blossoming Stars: Starlight,2,196,408,70,42,75,4050,54,144,Fresh
Floral Stardust,5,Shoes,Blossoming Stars: Starlight,3,240,500,86,52,92,8100,108,289,Fresh
Floral Stardust,5,Shoes,Blossoming Stars: Starlight,4,290,605,104,63,0,13230,176,481,Fresh
Floral Stardust,5,Shoes,Blossoming Stars: Starlight,5,347,724,124,75,132,19310,257,711,Fresh
Chasing Stars,5,Shoes,Blossoming Stars: Radiance,0,126,263,45,27,48,0,0,0,Fresh
Chasing Stars,5,Shoes,Blossoming Stars: Radiance,1,158,329,57,34,60,1350,18,48,Fresh
Chasing Stars,5,Shoes,Blossoming Stars: Radiance,2,196,408,70,42,75,4050,54,144,Fresh
Chasing Stars,5,Shoes,Blossoming Stars: Radiance,3,240,500,86,52,92,8100,108,289,Fresh
Chasing Stars,5,Shoes,Blossoming Stars: Radiance,4,290,605,104,63,0,13230,176,481,Fresh
Chasing Stars,5,Shoes,Blossoming Stars: Radiance,5,347,724,124,75,132,19310,257,711,Fresh
Ethereal Dreamland,5,Dress,Blossoming Stars: Dreamfall,0,436,890,19,164,91,0,0,0,Fresh
Ethereal Dreamland,5,Dress,Blossoming Stars: Dreamfall,1,545,0,149,205,4,4500,60,128,Elegant
Ethereal Dreamland,5,Dress,Blossoming Stars: Dreamfall,2,676,1380,185,255,142,13500,180,384,Fresh
Ethereal Dreamland,5,Dress,Blossoming Stars: Dreamfall,3,829,1691,227,312,173,27000,360,768,Fresh
Ethereal Dreamland,5,Dress,Blossoming Stars: Dreamfall,4,1003,2047,274,378,210,44100,588,1280,Fresh
Ethereal Dreamland,5,Dress,Blossoming Stars: Dreamfall,5,1199,2448,328,451,251,64350,858,1894,Fresh
Rustling Stars,5,Dress,Blossoming Stars: Starlight,0,436,890,19,164,91,0,0,0,Fresh
Rustling Stars,5,Dress,Blossoming Stars: Starlight,1,545,0,149,205,4,4500,60,128,Elegant
Rustling Stars,5,Dress,Blossoming Stars: Starlight,2,676,1380,185,255,142,13500,180,384,Fresh
Rustling Stars,5,Dress,Blossoming Stars: Starlight,3,829,1691,227,312,173,27000,360,768,Fresh
Rustling Stars,5,Dress,Blossoming Stars: Starlight,4,1003,2047,274,378,210,44100,588,1280,Fresh
Rustling Stars,5,Dress,Blossoming Stars: Starlight,5,1199,2448,328,451,251,64350,858,1894,Fresh
Eternal Radiance,5,Dress,Blossoming Stars: Radiance,0,436,890,19,164,91,0,0,0,Fresh
Eternal Radiance,5,Dress,Blossoming Stars: Radiance,1,545,0,149,205,4,4500,60,128,Elegant
Eternal Radiance,5,Dress,Blossoming Stars: Radiance,2,676,1380,185,255,142,13500,180,384,Fresh
Eternal Radiance,5,Dress,Blossoming Stars: Radiance,3,829,1691,227,312,173,27000,360,768,Fresh
Eternal Radiance,5,Dress,Blossoming Stars: Radiance,4,1003,2047,274,378,210,44100,588,1280,Fresh
Eternal Radiance,5,Dress,Blossoming Stars: Radiance,5,1199,2448,328,451,251,64350,858,1894,Fresh
Evening Banquet,5,Hair,Blossoming Stars: Dreamfall,0,273,521,77,86,65,0,0,0,Fresh
Evening Banquet,5,Hair,Blossoming Stars: Dreamfall,1,342,652,0,108,82,2700,36,80,Fresh
Evening Banquet,5,Hair,Blossoming Stars: Dreamfall,2,424,808,120,134,101,8100,108,240,Fresh
Evening Banquet,5,Hair,Blossoming Stars: Dreamfall,3,519,990,147,164,124,16200,216,480,Fresh
Evening Banquet,5,Hair,Blossoming Stars: Dreamfall,4,628,1199,178,198,150,26460,353,800,Fresh
Evening Banquet,5,Hair,Blossoming Stars: Dreamfall,5,751,1433,212,237,179,38610,515,1184,Fresh
Silver Shimmer,5,Hair,Blossoming Stars: Starlight,0,273,521,77,86,65,0,0,0,Fresh
Silver Shimmer,5,Hair,Blossoming Stars: Starlight,1,342,652,0,108,82,2700,36,80,Fresh
Silver Shimmer,5,Hair,Blossoming Stars: Starlight,2,424,808,120,134,101,8100,108,240,Fresh
Silver Shimmer,5,Hair,Blossoming Stars: Starlight,3,519,990,147,164,124,16200,216,480,Fresh
Silver Shimmer,5,Hair,Blossoming Stars: Starlight,4,628,1199,178,198,150,26460,353,800,Fresh
